Date,Receipt number,Receipt type,Category,SKU,Item,Variant,Modifiers applied,Quantity,Gross sales,Discounts,Net sales,Cost of goods,Gross profit,Taxes,Dining option,POS,Store,Cashier name,Customer name,Customer contacts,Comment,Status
9/25/25 10:07 PM,3-1551,Sale,,10009,kasmaran,,,1.000,23000.00,0.00,23000.00,11000.00,12000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 10:07 PM,3-1551,Sale,Tea Based,60004,Lychee Tea Ice,,,1.000,17000.00,0.00,17000.00,4975.00,12025.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 10:06 PM,3-1550,Sale,Snack,80001,Basreng,,,1.000,16000.00,0.00,16000.00,4744.00,11256.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 8:49 PM,3-1549,Sale,Tea Based,60006,Milk Tea Ice,,,1.000,17000.00,0.00,17000.00,2790.00,14210.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 8:49 PM,3-1549,Sale,Espresso Based,30007,Latte Ice,,,1.000,27000.00,0.00,27000.00,9723.00,17277.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 8:33 PM,3-1548,Sale,Tea Based,60006,Milk Tea Ice,,,1.000,17000.00,0.00,17000.00,2790.00,14210.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 8:01 PM,3-1547,Sale,Coffee Based,10003,Vietnam Drip,,,1.000,18000.00,0.00,18000.00,3415.00,14585.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 8:01 PM,3-1547,Sale,Toast,11004,Roti Bakar Keju,,,1.000,14000.00,0.00,14000.00,6214.00,7786.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 7:55 PM,3-1546,Sale,Signature Based,40004,Husgendam Ice,,,1.000,24000.00,0.00,24000.00,9179.00,14821.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 7:54 PM,3-1545,Sale,Snack,80001,Basreng,,,1.000,16000.00,0.00,16000.00,4744.00,11256.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 7:32 PM,3-1544,Sale,Tea Based,60001,Lemon Hot,,,1.000,16000.00,0.00,16000.00,1284.00,14716.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 7:32 PM,3-1544,Sale,,10021,V60 argopuro,,,1.000,25000.00,0.00,25000.00,0.00,25000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 7:32 PM,3-1544,Sale,Toast,11004,Roti Bakar Keju,,,1.000,14000.00,0.00,14000.00,6214.00,7786.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 7:16 PM,3-1543,Sale,Tea Based,60004,Lychee Tea Ice,,,1.000,17000.00,0.00,17000.00,4975.00,12025.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 7:16 PM,3-1543,Sale,Signature Based,40002,Kopi Susu Ice,,,1.000,22000.00,0.00,22000.00,7735.00,14265.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 6:26 PM,3-1542,Sale,Signature Based,40004,Husgendam Ice,,,1.000,24000.00,0.00,24000.00,9179.00,14821.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 6:26 PM,3-1542,Sale,Milk Based,20005,Coklat Ice,,,1.000,24000.00,0.00,24000.00,7376.00,16624.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 6:26 PM,3-1542,Sale,Snack,80003,Kentang Goreng,,,1.000,16000.00,0.00,16000.00,7288.00,8712.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 6:26 PM,3-1542,Sale,Snack,80006,Tempe Mendoan,,,1.000,17000.00,0.00,17000.00,8512.00,8488.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 6:26 PM,3-1542,Sale,Snack,80004,Tahu Tuna,,,1.000,16000.00,0.00,16000.00,9653.00,6347.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 6:26 PM,3-1542,Sale,Toast,11004,Roti Bakar Keju,,,1.000,14000.00,0.00,14000.00,6214.00,7786.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 6:26 PM,3-1542,Sale,Signature kichen,10025,Anindita Honey Butter,,,1.000,18000.00,0.00,18000.00,5978.00,12022.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 5:56 PM,3-1541,Sale,Signature Based,40005,Kinasih,,,1.000,25000.00,0.00,25000.00,10347.00,14653.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 5:56 PM,3-1541,Sale,Signature Based,40006,Arunika,,,1.000,20000.00,0.00,20000.00,3256.00,16744.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 5:56 PM,3-1541,Sale,Signature kichen,10028,Virya Choco Banana,,,1.000,20000.00,0.00,20000.00,5994.00,14006.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 5:41 PM,3-1540,Sale,Signature Based,40002,Kopi Susu Ice,,,1.000,22000.00,0.00,22000.00,7735.00,14265.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 5:41 PM,3-1540,Sale,Espresso Based,30008,Cappucino,,,1.000,24000.00,0.00,24000.00,8208.00,15792.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 4:35 PM,3-1539,Sale,Signature kichen,10026,Puspha Matcha,,,1.000,20000.00,0.00,20000.00,7067.00,12933.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 4:33 PM,3-1538,Sale,Main Course,12002,Nasi Gila,,,1.000,24000.00,0.00,24000.00,10783.00,13217.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 4:33 PM,3-1538,Sale,,10009,kasmaran,,,1.000,23000.00,0.00,23000.00,11000.00,12000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 4:23 PM,3-1537,Sale,,10023,Kenang,,,1.000,23000.00,0.00,23000.00,0.00,23000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 4:04 PM,3-1536,Sale,Espresso Based,30004,Black Ice,,,1.000,18000.00,0.00,18000.00,5641.00,12359.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 4:03 PM,3-1535,Sale,Signature kichen,10027,Kirana Strawberry,,,1.000,20000.00,0.00,20000.00,5866.00,14134.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 4:03 PM,3-1535,Sale,Main Course,12003,Nasi Goreng Jawa,,,1.000,25000.00,0.00,25000.00,10455.00,14545.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 3:26 PM,3-1534,Sale,Tea Based,60004,Lychee Tea Ice,,,1.000,17000.00,0.00,17000.00,4975.00,12025.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 3:26 PM,3-1534,Sale,Add kitchen,13007,Add Telur,,,2.000,8000.00,0.00,8000.00,3334.00,4666.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 3:26 PM,3-1534,Sale,Add kitchen,10012,Add Nasi,,,1.000,6000.00,0.00,6000.00,2000.00,4000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 2:55 PM,3-1533,Sale,Espresso Based,30004,Black Ice,,,1.000,18000.00,0.00,18000.00,5641.00,12359.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 1:35 PM,3-1532,Sale,Signature Based,40002,Kopi Susu Ice,,,1.000,22000.00,0.00,22000.00,7735.00,14265.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 1:35 PM,3-1532,Sale,Main Course,12003,Nasi Goreng Jawa,,,1.000,25000.00,0.00,25000.00,10455.00,14545.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 12:49 PM,3-1531,Sale,Signature Based,40002,Kopi Susu Ice,,,1.000,22000.00,0.00,22000.00,7735.00,14265.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 12:49 PM,3-1531,Sale,Espresso Based,30004,Black Ice,,,1.000,18000.00,0.00,18000.00,5641.00,12359.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 11:10 AM,3-1530,Sale,Signature Based,40004,Husgendam Ice,,,1.000,24000.00,0.00,24000.00,9179.00,14821.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 11:10 AM,3-1530,Sale,Snack,80006,Tempe Mendoan,,,1.000,17000.00,0.00,17000.00,8512.00,8488.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 11:10 AM,3-1530,Sale,Signature Based,40002,Kopi Susu Ice,,,1.000,22000.00,0.00,22000.00,7735.00,14265.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 11:10 AM,3-1530,Sale,Snack,80008,Singkong Keju,,,1.000,19000.00,0.00,19000.00,8580.00,10420.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/25/25 11:10 AM,3-1530,Sale,Signature Based,40002,Kopi Susu Ice,,,2.000,44000.00,0.00,44000.00,15470.00,28530.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 11:07 PM,3-1529,Sale,Main Course,12003,Nasi Goreng Jawa,,,1.000,25000.00,0.00,25000.00,10455.00,14545.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 10:28 PM,3-1528,Sale,Tea Based,60002,Lemon Ice,,,1.000,16000.00,0.00,16000.00,1783.00,14217.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 10:21 PM,3-1527,Sale,,10009,kasmaran,,,1.000,23000.00,0.00,23000.00,11000.00,12000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 10:21 PM,3-1527,Sale,Signature Based,40002,Kopi Susu Ice,,,1.000,22000.00,0.00,22000.00,7735.00,14265.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 9:45 PM,3-1526,Sale,,10016,Magic,,,1.000,27000.00,0.00,27000.00,0.00,27000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 9:45 PM,3-1526,Sale,Espresso Based,30008,Cappucino,,,1.000,24000.00,0.00,24000.00,8208.00,15792.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 9:45 PM,3-1526,Sale,Signature kichen,10026,Puspha Matcha,,,1.000,23000.00,0.00,23000.00,7067.00,15933.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 9:24 PM,3-1525,Sale,Espresso Based,30004,Black Ice,,,1.000,18000.00,0.00,18000.00,5641.00,12359.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 9:03 PM,3-1524,Sale,,10023,Kenang,,,1.000,23000.00,0.00,23000.00,0.00,23000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 8:15 PM,3-1523,Sale,Signature Based,40002,Kopi Susu Ice,,,1.000,22000.00,0.00,22000.00,7735.00,14265.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 6:49 PM,3-1522,Sale,Signature Based,40006,Arunika,,,1.000,20000.00,0.00,20000.00,3256.00,16744.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 6:49 PM,3-1522,Sale,Signature Based,40008,Nirmala Ice,,,1.000,25000.00,0.00,25000.00,6852.00,18148.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 6:25 PM,3-1521,Sale,Snack,80006,Tempe Mendoan,,,1.000,17000.00,0.00,17000.00,8512.00,8488.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 6:19 PM,3-1520,Sale,Coffee Based,10002,Tubruk Susu,,,1.000,16000.00,0.00,16000.00,3054.00,12946.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 6:07 PM,3-1519,Sale,Main Course,12008,Ayam Daun Jeruk,,,2.000,52000.00,0.00,52000.00,0.00,52000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 6:07 PM,3-1519,Sale,Snack,80001,Basreng,,,1.000,16000.00,0.00,16000.00,4744.00,11256.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 4:25 PM,3-1518,Sale,Espresso Based,30010,Affogato,,,1.000,21000.00,0.00,21000.00,6934.00,14066.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 2:43 PM,3-1517,Sale,Signature kichen,70001,Panacotta,,,2.000,32000.00,0.00,32000.00,17366.00,14634.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,1nanti,Closed
9/24/25 2:43 PM,3-1517,Sale,Main Course,12002,Nasi Gila,,,1.000,24000.00,0.00,24000.00,10783.00,13217.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 2:43 PM,3-1517,Sale,Signature Based,40002,Kopi Susu Ice,,,1.000,22000.00,0.00,22000.00,7735.00,14265.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 2:43 PM,3-1517,Sale,Mineral water,10000,Air Mineral,,,1.000,10000.00,0.00,10000.00,3000.00,7000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 2:32 PM,3-1516,Sale,Main Course,12002,Nasi Gila,,,1.000,24000.00,0.00,24000.00,10783.00,13217.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 2:32 PM,3-1516,Sale,,10023,Kenang,,,1.000,23000.00,0.00,23000.00,0.00,23000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 2:32 PM,3-1516,Sale,,10009,kasmaran,,,1.000,23000.00,0.00,23000.00,11000.00,12000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 2:31 PM,3-1515,Sale,Main Course,12003,Nasi Goreng Jawa,,,1.000,25000.00,0.00,25000.00,10455.00,14545.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 2:31 PM,3-1515,Sale,,10023,Kenang,,,1.000,23000.00,0.00,23000.00,0.00,23000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 2:31 PM,3-1515,Sale,Signature Based,40002,Kopi Susu Ice,,,1.000,22000.00,0.00,22000.00,7735.00,14265.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 2:31 PM,3-1515,Sale,Mineral water,10000,Air Mineral,,,1.000,10000.00,0.00,10000.00,3000.00,7000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 2:31 PM,3-1515,Sale,Snack,80005,Pisang Goreng Aren,,,1.000,17000.00,0.00,17000.00,5226.00,11774.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 1:55 PM,3-1514,Sale,Signature Based,40002,Kopi Susu Ice,,,1.000,22000.00,0.00,22000.00,7735.00,14265.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 1:48 PM,3-1513,Sale,Signature Based,40005,Kinasih,,,1.000,25000.00,25000.00,0.00,10347.00,-10347.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 1:04 PM,3-1512,Sale,Signature Based,40005,Kinasih,,,1.000,25000.00,0.00,25000.00,10347.00,14653.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 11:12 AM,3-1511,Sale,Signature Based,40002,Kopi Susu Ice,,,1.000,22000.00,0.00,22000.00,7735.00,14265.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 11:12 AM,3-1511,Sale,Milk Based,20008,Red Velvet Ice,,,1.000,24000.00,0.00,24000.00,7214.00,16786.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 11:12 AM,3-1511,Sale,Snack,80006,Tempe Mendoan,,,1.000,17000.00,0.00,17000.00,8512.00,8488.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 11:12 AM,3-1511,Sale,Coffee Based,10002,Tubruk Susu,,,1.000,16000.00,0.00,16000.00,3054.00,12946.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 10:29 AM,3-1510,Sale,Signature Based,40002,Kopi Susu Ice,,,1.000,22000.00,0.00,22000.00,7735.00,14265.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/24/25 10:29 AM,3-1510,Sale,Snack,80008,Singkong Keju,,,1.000,19000.00,0.00,19000.00,8580.00,10420.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 10:50 PM,3-1509,Sale,Tea Based,60004,Lychee Tea Ice,,,1.000,17000.00,0.00,17000.00,4975.00,12025.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 10:48 PM,3-1508,Sale,Main Course,12001,Nasi Cumi Asin,,,1.000,24000.00,0.00,24000.00,12375.00,11625.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,Jam set 7,Closed
9/23/25 10:11 PM,3-1507,Sale,Main Course,12003,Nasi Goreng Jawa,,,1.000,25000.00,0.00,25000.00,10455.00,14545.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 9:39 PM,3-1506,Sale,Coffee Based,10002,Tubruk Susu,,,1.000,16000.00,0.00,16000.00,3054.00,12946.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 9:19 PM,3-1505,Sale,Coffee Based,10003,Vietnam Drip,,,1.000,18000.00,0.00,18000.00,3415.00,14585.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 9:19 PM,3-1505,Sale,Espresso Based,30003,Black Hot,,,1.000,18000.00,0.00,18000.00,5587.00,12413.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 9:19 PM,3-1505,Sale,Snack,80003,Kentang Goreng,,,2.000,32000.00,0.00,32000.00,14576.00,17424.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 9:19 PM,3-1505,Sale,Coffee Based,10003,Vietnam Drip,,,1.000,18000.00,0.00,18000.00,3415.00,14585.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 9:07 PM,3-1504,Sale,Main Course,12005,Ayam Curry,,,1.000,26000.00,0.00,26000.00,14083.00,11917.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 9:07 PM,3-1504,Sale,,10023,Kenang,,,1.000,23000.00,0.00,23000.00,0.00,23000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 9:06 PM,3-1503,Sale,Espresso Based,30004,Black Ice,,,1.000,18000.00,0.00,18000.00,5641.00,12359.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 9:06 PM,3-1503,Sale,Tea Based,60006,Milk Tea Ice,,,1.000,17000.00,0.00,17000.00,2790.00,14210.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 9:06 PM,3-1503,Sale,Main Course,12003,Nasi Goreng Jawa,,,1.000,25000.00,0.00,25000.00,10455.00,14545.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,Pedes,Closed
9/23/25 9:06 PM,3-1503,Sale,Milk Based,20004,Taro Hot,,,1.000,24000.00,0.00,24000.00,5838.00,18162.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 9:06 PM,3-1503,Sale,Main Course,12005,Ayam Curry,,,1.000,26000.00,0.00,26000.00,14083.00,11917.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 9:06 PM,3-1503,Sale,Milk Based,20001,Coklat Hot,,,1.000,24000.00,0.00,24000.00,5838.00,18162.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 9:06 PM,3-1503,Sale,Espresso Based,30004,Black Ice,,,1.000,18000.00,0.00,18000.00,5641.00,12359.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 9:06 PM,3-1503,Sale,Mineral water,10000,Air Mineral,,,1.000,10000.00,0.00,10000.00,3000.00,7000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 8:23 PM,3-1502,Sale,Milk Based,20005,Coklat Ice,,,1.000,24000.00,0.00,24000.00,7376.00,16624.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 7:44 PM,3-1501,Sale,Signature Based,40005,Kinasih,,,1.000,25000.00,0.00,25000.00,10347.00,14653.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 7:32 PM,3-1500,Sale,,10008,Rayu,,,1.000,23000.00,0.00,23000.00,11000.00,12000.00,0.00,Takeout,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 7:32 PM,3-1500,Sale,Signature Based,40008,Nirmala Ice,,,1.000,25000.00,0.00,25000.00,6852.00,18148.00,0.00,Takeout,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 7:32 PM,3-1500,Sale,Signature Based,40010,Kirana,,,1.000,25000.00,0.00,25000.00,7101.00,17899.00,0.00,Takeout,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 7:10 PM,3-1499,Sale,Main Course,12008,Ayam Daun Jeruk,,,1.000,26000.00,0.00,26000.00,0.00,26000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 7:00 PM,3-1498,Sale,Signature Based,40002,Kopi Susu Ice,,,1.000,22000.00,0.00,22000.00,7735.00,14265.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 7:00 PM,3-1498,Sale,Tea Based,60005,Milk Tea Hot,,,1.000,17000.00,0.00,17000.00,2078.00,14922.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 7:00 PM,3-1498,Sale,Coffee Based,10003,Vietnam Drip,,,1.000,18000.00,0.00,18000.00,3415.00,14585.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 7:00 PM,3-1498,Sale,Snack,80006,Tempe Mendoan,,,1.000,17000.00,0.00,17000.00,8512.00,8488.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 7:00 PM,3-1498,Sale,Snack,80003,Kentang Goreng,,,1.000,16000.00,0.00,16000.00,7288.00,8712.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 7:00 PM,3-1498,Sale,Snack,80005,Pisang Goreng Aren,,,1.000,17000.00,0.00,17000.00,5226.00,11774.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 5:22 PM,3-1497,Sale,Main Course,12008,Ayam Daun Jeruk,,,1.000,26000.00,0.00,26000.00,0.00,26000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 5:22 PM,3-1497,Sale,,10023,Kenang,,,1.000,23000.00,0.00,23000.00,0.00,23000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 5:22 PM,3-1497,Sale,Snack,80005,Pisang Goreng Aren,,,1.000,17000.00,0.00,17000.00,5226.00,11774.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 5:22 PM,3-1497,Sale,Tea Based,60002,Lemon Ice,,,1.000,16000.00,0.00,16000.00,1783.00,14217.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 5:20 PM,3-1496,Sale,Espresso Based,30004,Black Ice,,,1.000,18000.00,0.00,18000.00,5641.00,12359.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 5:20 PM,3-1496,Sale,Additional,13001,Add Ice Cream Vanilla,,,2.000,8000.00,0.00,8000.00,3046.00,4954.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 5:20 PM,3-1496,Sale,Additional,13002,Add Espresso,,,1.000,6000.00,0.00,6000.00,3888.00,2112.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 4:05 PM,3-1495,Sale,,10023,Kenang,,,1.000,23000.00,0.00,23000.00,0.00,23000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 3:36 PM,3-1494,Sale,Tea Based,60004,Lychee Tea Ice,,,1.000,17000.00,0.00,17000.00,4975.00,12025.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/23/25 3:09 PM,3-1493,Sale,Signature Based,40001,Kopi Susu Hot,,,1.000,22000.00,0.00,22000.00,7337.00,14663.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
